//Key	Language	Translation	creation date yyyymmdd
//  GS ShopBuilder, Copyright (c) 2004 by GS Software AG, Dortmund (www.gs-shopbuilder.com) - Do not remove this copyright notice!		GS ShopBuilder version 3.0.0.3	data20020101
// ©2003 GS ShopBuilder - Droits de traduction réservés pour tous les pays. 			date20020101
// ©2003 GS ShopBuilder - All Rights Reserved.		All translations rights reserved.	date20020101
// ©2003 GS ShopBuilder - Todos los Derechos quedan reservados. 	 	Todas los derechos de traducción reservados.	date20020101
// ©2003 GS ShopBuilder - Alle Rechte vorbehalten.	 	Alle Übersetzungsrechte vorbehalten.	date20020101
// ©2003 GS ShopBuilder - Alle Rechten Voorbehouden. 	 		date20020101
// ©2003 GS ShopBuilder - Med ensamrätt.	 	 	date20020101	sv
// ©2003 GS ShopBuilder - Tutti i Diritti Riservati. 	 	Tutti i diritti di traduzione riservati.	date20020101
// ©2003 GS ShopBuilder - Todos os Direitos Reservados.	 	Todas os direitos de tradução reservados.	date20020101
// ©2003 GS ShopBuilder - Med eneret.	 	 	date20020101	dk
L_PleaseRegisterYourWebAddress	deu	Ihre Web-Adresse ist nicht registriert !	date20040302
L_PleaseRegisterYourWebAddress	esp	Please register your web address !	date20040302
L_UsernameHasChangedFtpPasswordDeleted	deu	Die BenutzerID hat sich geändert, FTP-Passwort ist ungültig !	date20040303
L_UsernameHasChangedFtpPasswordDeleted	esp	Username has changed, FTP-Password was removed	date20040302
L_ItemNumberMustNotContainSpecialCharacters	deu	Die Artikelnummer darf keine Sonderzeichen enthalten !	date20040304
L_ItemNumberMustNotContainSpecialCharacters	esp	Item number must not contain any special characters !	date20040304
L_shippingCost	deu	Kosten	date20040305
L_shippingCost	esp	Cost	date20040305
L_tabSheetCrossSelling	deu	Cross-Selling	date20040306
L_tabSheetCrossSelling	esp	Cross-Selling	date20040306
L_GroupBoxCrossSelling	deu	Cross-Selling	date20040306
L_GroupBoxCrossSelling	esp	Cross-Selling	date20040306
L_labelCrossSellingItem	deu	Artikelnummer	date20040306
L_labelCrossSellingItem	esp	Item number	date20040306
L_labelCrossSellingList	deu	Linkliste	date20040306
L_labelCrossSellingList	esp	link list	date20040306
L_crossSellingDetailPageIsNotAvailable	deu	Cross-Selling: die Detailseite ist nicht vorhanden ! 	date20040306
L_crossSellingDetailPageIsNotAvailable	esp	Cross-Selling: the detail-page is not available ! 	date20040306
L_createItemStructPriceOfDuplicateItem	deu	Die Artikelnummer ist bereits vorhanden !	date20040306
L_createItemStructPriceOfDuplicateItem	esp	Duplicate item number !	date20040306
L_Price	deu	Preis	date20040306
L_Price	esp	Price	date20040306
L_catalogueDataBackup	deu	Katalogsicherung	date20040307
L_catalogueDataBackup	esp	Catalogue-backup	date20040307
L_txtPaymentCashOnDelivery	deu	Nachnahme	date20041111
L_txtPaymentCashOnDelivery	esp	Cash on delivery	date20041111
L_txtPaymentWorldPay	deu	RBS WorldPay	date20041111
L_txtPaymentWorldPay	esp	RBS WorldPay	date20041111
L_txtPaymentIclear	deu	Iclear	date20041111
L_txtPaymentIclear	esp	Iclear	date20041111
L_txtPaymentPayPal	deu	PayPal	date20041111
L_txtPaymentPayPal	esp	PayPal	date20041111
L_txtPaymentSofort	deu	Sofortüberweisung	date20111214
L_txtPaymentSofort	esp	Sofortbanking	date20111214
L_txtPaymentPaymorrow	deu	Paymorrow	date20091020
L_txtPaymentPaymorrow	esp	Paymorrow	date20091020
L_txtPaymentT_Pay	deu	T-Pay	date20041111
L_txtPaymentT_Pay	esp	T-Pay	date20041111
L_txtPaymentPayBox	deu	PayBox	date20041111
L_txtPaymentPayBox	esp	PayBox	date20041111
L_wizFormBackBtn	deu	< Zurück	date20041112
L_wizFormBackBtn	esp	< Back	date20041112
L_wizFormNextBtn	deu	Weiter >	date20041112
L_wizFormNextBtn	esp	Next >	date20041112
L_wizFormCancelBtn	deu	Abbrechen	date20041112
L_wizFormCancelBtn	esp	Cancel	date20041112
L_wizFormNextBtnFinish	deu	Fertigstellen	date20041116
L_wizFormNextBtnFinish	esp	Finish	date20041116
L_wizCancelWarning	deu	Achtung! Bei einem Abbruch sind möglicherweise nicht alle notwendigen Angaben vorhanden. Führen Sie gegebenenfalls den Wizard noch einmal aus.	date20041116
L_wizCancelWarning	esp	Attention! Because of cancelling there may be missing information. In case of need just re-run the wizard.	date20041116
L_wizWarningNumValue	deu	Bitte geben sie einen gültigen Zahlenwert ein!	date20041116
L_wizWarningNumValue	esp	Please insert a valid numeric value!	date20041116
L_wizWarningNumValueVAT	deu	Bitte geben Sie als MwSt.-Sätze nur Zahlenwerte ein!	date20041116
L_wizWarningNumValueVAT	esp	Please insert only numeric values as VAT rates!	date20041116
L_wizTab0Title	deu	Allgemeine Einstellungen für den GS ShopBuilder	date20041116
L_wizTab0Title	esp	GS ShopBuilder general settings	date20041116
L_wizTab1Title	deu	Suchbegriffe und Shopbeschreibung	date20041116
L_wizTab1Title	esp	Search terms and shop description	date20041116
L_wizTab2Title	deu	Impressum	date20041116
L_wizTab2Title	esp	Imprint	date20041116
L_wizTab3Title	deu	AGB	date20041116
L_wizTab3Title	esp	Terms and conditions	date20041116
L_wizTab4Title	deu	Logos	date20041116
L_wizTab4Title	esp	Logos	date20041116
L_wizTab5Title	deu	Währungen und Mehrwertsteuer	date20041116
L_wizTab5Title	esp	Currencies and VAT	date20041116
L_wizTab6Title	deu	Zahlungsarten	date20041116
L_wizTab6Title	esp	Payment modes	date20041116
L_wizTab7Title	deu	Zahlungshinweise	date20041116
L_wizTab7Title	esp	Payment conditions	date20041116
L_wizTab8Title	deu	Versandarten	date20041116
L_wizTab8Title	esp	Shipping types	date20041116
L_wizTab9Title	deu	Lieferung und Versand	date20041116
L_wizTab9Title	esp	Shipping and dispatch conditions	date20041116
L_wizTab10Title	deu	Rabatte und Bestellgrenzen	date20041116
L_wizTab10Title	esp	Discount and order quantities	date20041116
L_wizTab11Title	deu	Internet	date20041116
L_wizTab11Title	esp	Internet	date20041116
L_wizTab12Title	deu	Hinweistext	date20041116
L_wizTab12Title	esp	Order note	date20041116
L_wizTab13Title	deu	Bestätigungs-E-Mail	date20041116
L_wizTab13Title	esp	Order confirmation E-Mail	date20041116
L_wizTab14Title	deu	Einstellungen für Ihren Zugang zum Webserver des Onlineshops	date20041116
L_wizTab14Title	esp	Onlineshop webserver access settings	date20041116
L_wizTab15Title	deu	Infotext	date20041116
L_wizTab15Title	esp	Infotext	date20041116
L_wizTab16Title	deu	Template auswählen	date20041116
L_wizTab16Title	esp	Template selection	date20041116
L_wizShopName	deu	Name des Shops	date20041116
L_wizShopName	esp	Shopname	date20041116
L_wizShopSlogan	deu	Slogan des Shops	date20041116
L_wizShopSlogan	esp	Shop slogan	date20041116
L_wizCompany	deu	Firma	date20041116
L_wizCompany	esp	Company	date20041116
L_wizContactPerson	deu	Ansprechpartner	date20041116
L_wizContactPerson	esp	Contact person	date20041116
L_wizStreet	deu	Straße	date20041116
L_wizStreet	esp	Street	date20041116
L_wizZip	deu	PLZ	date20041116
L_wizZip	esp	Zip code	date20041116
L_wizCity	deu	Ort	date20041116
L_wizCity	esp	City	date20041116
L_wizCountry	deu	Land	date20041116
L_wizCountry	esp	Country	date20041116
L_wizPhone	deu	Telefon	date20041116
L_wizPhone	esp	Phone	date20041116
L_wizMobile	deu	Mobil	date20041116
L_wizMobile	esp	Mobile	date20041116
L_wizFax	deu	Fax	date20041116
L_wizFax	esp	Fax	date20041116
L_wizEMail	deu	E-Mail	date20041116
L_wizEMail	esp	E-Mail	date20041116
L_wizFootnote	deu	Fußnote auf den Shopseiten	date20041116
L_wizFootnote	esp	Footnote on shoppages	date20041116
L_wizTitle	deu	Titel auf der Shopseite	date20041116
L_wizTitle	esp	Title on shoppage	date20041116
L_wizSearchTerms	deu	Suchbegriffe (max. 255 Zeichen):	date20041116
L_wizSearchTerms	esp	Search terms (max. 255 characters):	date20041116
L_wizDescription	deu	Beschreibung (max. 255 Zeichen):	date20041116
L_wizDescription	esp	Shop description (max. 255 characters):	date20041116
L_wizImprintNote	deu	Hier können Sie den Text für das Impressum Ihres Onlineshops eingeben:	date20041116
L_wizImprintNote	esp	Enter the imprint of your online shop here:	date20041116
L_wizLoadFromFile	deu	Aus Datei laden	date20041116
L_wizLoadFromFile	esp	Load from file	date20041116
L_wizTermsCondNote	deu	Hier können Sie Ihre Allgemeinen Geschäftsbedingungen eingeben:	date20041116
L_wizTermsCondNote	esp	Enter the terms and conditions of your company and online shop here:	date20041116
L_wizLogoNote	deu	(Logos werden unverändert aus der Quelldatei übernommen.)	date20041116
L_wizLogoNote	esp	(Logos will be taken from the source file unchanged.)	date20041116
L_wizBoxShopLogo	deu	Bilddatei Shoplogo	date20041116
L_wizBoxShopLogo	esp	Image file shoplogo	date20041116
L_wizBoxSmallLogo	deu	Bilddatei für kleines Logo	date20041116
L_wizBoxSmallLogo	esp	Image file small logo	date20041116
L_wizSearchFile	deu	Durchsuchen	date20041116
L_wizSearchFile	esp	Search	date20041116
L_wizCurrencyBox	deu	Währungen	date20041116
L_wizCurrencyBox	esp	Currencies	date20041116
L_wizVATBox	deu	Mehrwertsteuer	date20041116
L_wizVATBox	esp	VAT	date20041116
L_wizMainCurLabel	deu	Hauptwährung	date20041116
L_wizMainCurLabel	esp	Main currency	date20041116
L_wizSecCurLabel	deu	2. Währung	date20041116
L_wizSecCurLabel	esp	Second currency	date20041116
L_wizExchangeRateLabel	deu	Umrechnungskurs	date20041116
L_wizExchangeRateLabel	esp	Exchange rate	date20041116
L_wizShowSecCurBox	deu	2. Währung im Shop anzeigen	date20041116
L_wizShowSecCurBox	esp	Show second currency in shop	date20041116
L_wizVATLabel	deu	MwSt.-Sätze	date20041116
L_wizVATLabel	esp	VAT rates	date20041116
L_wizPayModeNote	deu	Hier können Sie die Zahlungsarten eingeben, die für die Online-Bestellungen gelten sollen:	date20041116
L_wizPayModeNote	esp	Enter the payment modes for online orders here:	date20041116
L_wizPayModeNoteSSL	deu	Beachten Sie bitte, dass vertrauliche Daten wie z.B. Kreditkartendaten nur verschlüsselt übertragen werden sollten. Hierfür benötigen Sie einen SSL-Server, der von Ihrem Provider eingerichtet wird. Siehe:	date20041116
L_wizPayModeNoteSSL	esp	Please note: Confidential information (e.g. credit card data) should be sent only encrypted. For this you will need a SSL-server which will be set up by your provider. See also:	date20041116
L_wizPayCondNote	deu	Hinweise zu Ihren Zahlungs- und Versandarten:	date20041116
L_wizPayCondNote	esp	Enter your payment conditions here:	date20041116
L_wizShipTypesNote	deu	Hier können Sie eingeben, welche Versandarten Sie in Ihrem Onlinshop anbieten möchten:	date20041116
L_wizShipTypesNote	esp	Enter your shipping types here:	date20041116
L_wizShipCondNote	deu	Geben Sie hier Ihre Liefer- und Versandbedingungen an:	date20041116
L_wizShipCondNote	esp	Enter your shipping and dispatch conditions here:	date20041116
L_wizDiscountBox	deu	Mengenrabatt	date20041116
L_wizDiscountBox	esp	Discount	date20041116
L_wizMinAmountBox	deu	Mindestbestellwert	date20041116
L_wizMinAmountBox	esp	Minimum order value	date20041116
L_wizMaxPiecesBox	deu	Maximale Bestellmenge	date20041116
L_wizMaxPiecesBox	esp	Maximum order quantity	date20041116
L_wizOrderValueLabel	deu	ab Warenwert:	date20041116
L_wizOrderValueLabel	esp	from order value:	date20041116
L_wizPercentageDiscountLabel	deu	% Rabatt	date20041116
L_wizPercentageDiscountLabel	esp	% discount	date20041116
L_wizOrderRefuseLabel1	deu	Bestellungen mit einem Warenwert von weniger als	date20041116
L_wizOrderRefuseLabel1	esp	Refuse orders with a total value less than	date20041116
L_wizOrderRefuseLabel2	deu	ablehnen.	date20041116
L_wizOrderRefuseLabel2	esp	.	date20041116
L_wizMaxPiecesLabel	deu	Maximale Bestellmenge (Stückzahl):	date20041116
L_wizMaxPiecesLabel	esp	Maximum order quantity (pieces):	date20041116
L_wizIntEMailBox	deu	E-Mail	date20041116
L_wizIntEMailBox	esp	E-Mail	date20041116
L_wizIntAddressBox	deu	Lieferadresse	date20041116
L_wizIntAddressBox	esp	Shipping address	date20041116
L_wizIntEMailNote	deu	E-Mail-Adresse, an welche die Shopbestellungen geschickt werden:	date20041116
L_wizIntEMailNote	esp	E-Mail-address to send online-orders to:	date20041116
L_wizOtherAddressBox	deu	Im Bestellformular eine abweichende Lieferadresse zulassen	date20041116
L_wizOtherAddressBox	esp	Allow different shipping address in order form	date20041116
L_wizPreOrderTextNote	deu	Text, den der Kunde gezeigt bekommt, bevor er abschließend den Bestellknopf drückt:	date20041116
L_wizPreOrderTextNote	esp	Text to be shown to the customer before he finally presses the order button:	date20041116
L_wizConfMailSubjectLabel	deu	Betreff	date20041116
L_wizConfMailSubjectLabel	esp	Subject	date20041116
L_wizConfMailTextLabel	deu	Inhalt	date20041116
L_wizConfMailTextLabel	esp	Text	date20041116
L_wizFTPBox	deu	FTP-Zugangsdaten für den Webserver (die Zugangsdaten erhalten Sie von Ihrem Provider)	date20041116
L_wizFTPBox	esp	FTP access information for the webserver (you get this information from your provider)	date20041116
L_wizFTPHostname	deu	Hostname (www.shopcity24.de)	date20041116
L_wizFTPHostname	esp	Host name (www.shopcity24.de)	date20041116
L_wizFTPUsername	deu	Benutzername	date20041116
L_wizFTPUsername	esp	User name	date20041116
L_wizFTPStartpage	deu	Dateiname der Startseite	date20041116
L_wizFTPStartpage	esp	Filename of starting page	date20041116
L_wizFTPPassword	deu	Passwort	date20041116
L_wizFTPPassword	esp	Password	date20041116
L_wizFTPShopDirBox	deu	Shopverzeichnis	date20041116
L_wizFTPShopDirBox	esp	Shop directory	date20041116
L_wizFTPShopDirectory	deu	Verzeichnis (bzw. Rootverzeichnis)	date20041116
L_wizFTPShopDirectory	esp	Directory (respectively root directory)	date20041116
L_wizFTPShopURL	deu	Vollständige URL bzw. Webadresse des Shops (http://www.shopcity24.de/verzeichnis/)	date20041116
L_wizFTPShopURL	esp	Complete URL / web address of the shop (http://www.shopcity24.de/directory/)	date20041116
L_wizFTPShopDirLabel1	deu	Geben Sie hier einfach einen Namen vor, wenn der Shop in einem separaten Ordner auf dem Webserver erstellt werden soll.	date20041116
L_wizFTPShopDirLabel1	esp	If the shop shall be placed in a separate directory on the webserver please state the name of this directory here.	date20041116
L_wizFTPShopDirLabel2	deu	Soweit Ihr Provider ein Rootverzeichnis nutzt, so müssen Sie dieses ebenfalls angeben (typischerweise: html oder www).	date20041116
L_wizFTPShopDirLabel2	esp	If your provider uses a root directory you have to indicate this, too (typically: html or www).	date20041116
L_wizFTPShopDirLabel3	deu	ACHTUNG: Beginnen bzw. beenden Sie den Ausdruck nicht mit einem Slash / oder \	date20041116
L_wizFTPShopDirLabel3	esp	Please note: Do not start or end the term indicating the directory with a slash / or a backslash \	date20041116
L_wizFTPShopDirLabel4	deu	Korrekt ist der Ausdruck nur in der Schreibweise: root/verzeichnis	date20041116
L_wizFTPShopDirLabel4	esp	The correct notation of the term is: root/directory	date20041116
L_wizInfoTextNote	deu	Text auf der Informationsseite	date20041116
L_wizInfoTextNote	esp	Text on information page	date20041116
L_wizTemplateSelectNote	deu	Wählen Sie hier eine Stilvorlage für das Layout Ihres Onlineshops aus:	date20041116
L_wizTemplateSelectNote	esp	Select a template for the layout of your onlineshop:	date20041116
L_wizImprintFile	deu	Datei für Impressum auswählen	date20041116
L_wizImprintFile	esp	Select file for imprint	date20041116
L_wizTermsConditionsFile	deu	Datei für AGB auswählen	date20041116
L_wizTermsConditionsFile	esp	Select file for terms and conditions	date20041116
L_wizPaymentCondFile	deu	Datei für Zahlungsbedingungen auswählen	date20041116
L_wizPaymentCondFile	esp	Select file for payment conditions	date20041116
L_wizShippingCondFile	deu	Datei für Versandbedingungen auswählen	date20041116
L_wizShippingCondFile	esp	Select file for shipping conditions	date20041116
L_wizOrderNoteFile	deu	Datei für Hinweis auswählen	date20041116
L_wizOrderNoteFile	esp	Select file for order note	date20041116
L_wizOrderMailTextFile	deu	Datei für Bestätigungsmail auswählen	date20041116
L_wizOrderMailTextFile	esp	Select file for order confirmation mail	date20041116
L_wizInfoTextFile	deu	Datei für Informationstext auswählen	date20041116
L_wizInfoTextFile	esp	Select file for information text	date20041116
L_wizShopLogoFile	deu	Datei für Shop-Logo auswählen	date20041116
L_wizShopLogoFile	esp	Select file for shop logo	date20041116
L_wizSmallLogoFile	deu	Datei für kleines Logo auswählen	date20041116
L_wizSmallLogoFile	esp	Select file for small logo	date20041116
L_wizPayTypeCol1	deu	Zahlungsart	date20041116
L_wizPayTypeCol1	esp	Payment mode	date20041116
L_wizPayTypeCol2	deu	angezeigt als	date20041116
L_wizPayTypeCol2	esp	shown as	date20041116
L_wizNoSuchFile	deu	Eine Datei mit dem angegebenen Namen existiert nicht!	date20041116
L_wizNoSuchFile	esp	A file with the submitted name does not exist!	date20041116
L_wizShipTypeCol0	deu	Nr.	date20041116
L_wizShipTypeCol0	esp	No.	date20041116
L_wizShipTypeCol1	deu	Versandart	date20041116
L_wizShipTypeCol1	esp	Shipping Type	date20041116
L_wizShipTypeCol2	deu	Kosten	date20041116
L_wizShipTypeCol2	esp	Cost	date20041116
L_wizWarningNumValueShip	deu	Bitte geben Sie bei Kosten nur Zahlenwerte ein!	date20041125
L_wizWarningNumValueShip	esp	Please insert only numeric values in Costs!	date20041125
L_wizShipTypeCountriesLabel	deu	Bitte beachten Sie: Diese Angaben gelten für Inlandsversand. Erweiterte Möglichkeiten, auch für Auslandsversand, finden Sie bei den Einstellungen im Hauptprogramm.	date20041125
L_wizShipTypeCountriesLabel	esp	Please note: These settings are for inland shipping. Extended options, also for foreign country shipping, can be found in the settings in the main program.	date20041125
L_wizAddShipTypeBtn	deu	Versandart hinzufügen	date20041125
L_wizAddShipTypeBtn	esp	Add shipping type	date20041125
L_wizGDataTab0Title	deu	Allgemeine Einstellungen für den PowerWebShop	date20041201
L_wizGDataTab0Title	esp	PowerWebShop general settings	date20041201
L_wizDialogLbl1	deu	Allgemein	date20041221
L_wizDialogLbl1	esp	General	date20041221
L_wizDialogLbl2	deu	Beschreibung	date20041221
L_wizDialogLbl2	esp	Description	date20041221
L_wizDialogLbl3	deu	Impressum	date20041221
L_wizDialogLbl3	esp	Imprint	date20041221
L_wizDialogLbl4	deu	AGB	date20041221
L_wizDialogLbl4	esp	Terms/Conditions	date20041221
L_wizDialogLbl5	deu	Logos	date20041221
L_wizDialogLbl5	esp	Logos	date20041221
L_wizDialogLbl6	deu	Währung/MwSt.	date20041221
L_wizDialogLbl6	esp	Currency/VAT	date20041221
L_wizDialogLbl7	deu	Zahlung 1	date20041221
L_wizDialogLbl7	esp	Payment 1	date20041221
L_wizDialogLbl8	deu	Zahlung 2	date20041221
L_wizDialogLbl8	esp	Payment 2	date20041221
L_wizDialogLbl9	deu	Versand 1	date20041221
L_wizDialogLbl9	esp	Shipping 1	date20041221
L_wizDialogLbl10	deu	Versand 2	date20041221
L_wizDialogLbl10	esp	Shipping 2	date20041221
L_wizDialogLbl11	deu	Rabatt	date20041221
L_wizDialogLbl11	esp	Discount	date20041221
L_wizDialogLbl12	deu	Internet	date20041221
